cell,celliso,iso,lon,lat,lpj
GLO.44928,CAN.44928,CAN,-116.25,60.25,3858
GLO.44929,CAN.44929,CAN,-116.25,60.75,3859
GLO.44930,CAN.44930,CAN,-116.25,61.25,3860
GLO.44931,CAN.44931,CAN,-116.25,61.75,3861
GLO.44932,CAN.44932,CAN,-116.25,62.25,3862
GLO.44933,CAN.44933,CAN,-116.25,62.75,3863
GLO.44934,CAN.44934,CAN,-116.25,63.25,3864
GLO.44935,CAN.44935,CAN,-116.25,63.75,3865
GLO.44936,CAN.44936,CAN,-116.25,64.25,3866
GLO.44937,CAN.44937,CAN,-116.25,64.75,3867
GLO.44938,CAN.44938,CAN,-116.25,65.25,3868
GLO.44939,CAN.44939,CAN,-116.25,65.75,3869
GLO.44940,CAN.44940,CAN,-116.25,66.25,3870
GLO.44941,CAN.44941,CAN,-116.25,66.75,3871
GLO.44942,CAN.44942,CAN,-116.25,67.25,3872
GLO.44943,CAN.44943,CAN,-116.25,67.75,3873
GLO.44944,CAN.44944,CAN,-116.25,68.25,3874
GLO.44945,CAN.44945,CAN,-116.25,68.75,3875
GLO.44946,CAN.44946,CAN,-116.25,69.75,3877
GLO.44947,CAN.44947,CAN,-116.25,70.25,3878
GLO.44948,CAN.44948,CAN,-116.25,70.75,3879
GLO.44949,CAN.44949,CAN,-116.25,71.25,3880
GLO.44950,CAN.44950,CAN,-116.25,71.75,3881
GLO.44951,CAN.44951,CAN,-116.25,72.25,3882
GLO.44952,CAN.44952,CAN,-116.25,72.75,3883
GLO.44953,CAN.44953,CAN,-116.25,73.25,3884
GLO.44954,CAN.44954,CAN,-116.25,73.75,3885
GLO.44955,CAN.44955,CAN,-116.25,75.25,3886
GLO.44956,CAN.44956,CAN,-116.25,75.75,3887
GLO.44957,CAN.44957,CAN,-116.25,76.25,3888
GLO.44958,CAN.44958,CAN,-116.25,76.75,3889
GLO.44959,CAN.44959,CAN,-116.25,77.25,3890
GLO.44960,USA.44960,USA,-115.75,32.75,3898
GLO.44961,USA.44961,USA,-115.75,33.25,3899
GLO.44962,USA.44962,USA,-115.75,33.75,3900
GLO.44963,USA.44963,USA,-115.75,34.25,3901
GLO.44964,USA.44964,USA,-115.75,34.75,3902
GLO.44965,USA.44965,USA,-115.75,35.25,3903
GLO.44966,USA.44966,USA,-115.75,35.75,3904
GLO.44967,USA.44967,USA,-115.75,36.25,3905
GLO.44968,USA.44968,USA,-115.75,36.75,3906
GLO.44969,USA.44969,USA,-115.75,37.25,3907
GLO.44970,USA.44970,USA,-115.75,37.75,3908
GLO.44971,USA.44971,USA,-115.75,38.25,3909
GLO.44972,USA.44972,USA,-115.75,38.75,3910
GLO.44973,USA.44973,USA,-115.75,39.25,3911
GLO.44974,USA.44974,USA,-115.75,39.75,3912
GLO.44975,USA.44975,USA,-115.75,40.25,3913
GLO.44976,USA.44976,USA,-115.75,40.75,3914
GLO.44977,USA.44977,USA,-115.75,41.25,3915
GLO.44978,USA.44978,USA,-115.75,41.75,3916
GLO.44979,USA.44979,USA,-115.75,42.25,3917
GLO.44980,USA.44980,USA,-115.75,42.75,3918
GLO.44981,USA.44981,USA,-115.75,43.25,3919
GLO.44982,USA.44982,USA,-115.75,43.75,3920
GLO.44983,USA.44983,USA,-115.75,44.25,3921
GLO.44984,USA.44984,USA,-115.75,44.75,3922
GLO.44985,USA.44985,USA,-115.75,45.25,3923
GLO.44986,USA.44986,USA,-115.75,45.75,3924
GLO.44987,USA.44987,USA,-115.75,46.25,3925
GLO.44988,USA.44988,USA,-115.75,46.75,3926
GLO.44989,USA.44989,USA,-115.75,47.25,3927
GLO.44990,USA.44990,USA,-115.75,47.75,3928
GLO.44991,USA.44991,USA,-115.75,48.25,3929
GLO.44992,USA.44992,USA,-115.75,48.75,3930
GLO.44993,CAN.44993,CAN,-115.75,49.25,3931
GLO.44994,CAN.44994,CAN,-115.75,49.75,3932
GLO.44995,CAN.44995,CAN,-115.75,50.25,3933
GLO.44996,CAN.44996,CAN,-115.75,50.75,3934
GLO.44997,CAN.44997,CAN,-115.75,51.25,3935
GLO.44998,CAN.44998,CAN,-115.75,51.75,3936
GLO.44999,CAN.44999,CAN,-115.75,52.25,3937
GLO.45000,CAN.45000,CAN,-115.75,52.75,3938
GLO.45001,CAN.45001,CAN,-115.75,53.25,3939
GLO.45002,CAN.45002,CAN,-115.75,53.75,3940
GLO.45003,CAN.45003,CAN,-115.75,54.25,3941
GLO.45004,CAN.45004,CAN,-115.75,54.75,3942
GLO.45005,CAN.45005,CAN,-115.75,55.25,3943
GLO.45006,CAN.45006,CAN,-115.75,55.75,3944
GLO.45007,CAN.45007,CAN,-115.75,56.25,3945
GLO.45008,CAN.45008,CAN,-115.75,56.75,3946
GLO.45009,CAN.45009,CAN,-115.75,57.25,3947
GLO.45010,CAN.45010,CAN,-115.75,57.75,3948
GLO.45011,CAN.45011,CAN,-115.75,58.25,3949
GLO.45012,CAN.45012,CAN,-115.75,58.75,3950
GLO.45013,CAN.45013,CAN,-115.75,59.25,3951
GLO.45014,CAN.45014,CAN,-115.75,59.75,3952
GLO.45015,CAN.45015,CAN,-115.75,60.25,3953
GLO.45016,CAN.45016,CAN,-115.75,60.75,3954
GLO.45017,CAN.45017,CAN,-115.75,61.75,3956
GLO.45018,CAN.45018,CAN,-115.75,62.25,3957
GLO.45019,CAN.45019,CAN,-115.75,62.75,3958
GLO.45020,CAN.45020,CAN,-115.75,63.25,3959
GLO.45021,CAN.45021,CAN,-115.75,63.75,3960
GLO.45022,CAN.45022,CAN,-115.75,64.25,3961
GLO.45023,CAN.45023,CAN,-115.75,64.75,3962
GLO.45024,CAN.45024,CAN,-115.75,65.25,3963
GLO.45025,CAN.45025,CAN,-115.75,65.75,3964
GLO.45026,CAN.45026,CAN,-115.75,66.25,3965
GLO.45027,CAN.45027,CAN,-115.75,66.75,3966
GLO.45028,CAN.45028,CAN,-115.75,67.25,3967
GLO.45029,CAN.45029,CAN,-115.75,67.75,3968
GLO.45030,CAN.45030,CAN,-115.75,68.25,3969
GLO.45031,CAN.45031,CAN,-115.75,68.75,3970
GLO.45032,CAN.45032,CAN,-115.75,69.25,3971
GLO.45033,CAN.45033,CAN,-115.75,69.75,3972
GLO.45034,CAN.45034,CAN,-115.75,70.25,3973
GLO.45035,CAN.45035,CAN,-115.75,70.75,3974
GLO.45036,CAN.45036,CAN,-115.75,71.25,3975
GLO.45037,CAN.45037,CAN,-115.75,71.75,3976
GLO.45038,CAN.45038,CAN,-115.75,72.25,3977
GLO.45039,CAN.45039,CAN,-115.75,72.75,3978
GLO.45040,CAN.45040,CAN,-115.75,73.25,3979
GLO.45041,CAN.45041,CAN,-115.75,75.25,3982
GLO.45042,CAN.45042,CAN,-115.75,75.75,3983
GLO.45043,CAN.45043,CAN,-115.75,76.25,3984
GLO.45044,USA.45044,USA,-115.25,32.75,3995
GLO.45045,USA.45045,USA,-115.25,33.25,3996
GLO.45046,USA.45046,USA,-115.25,33.75,3997
GLO.45047,USA.45047,USA,-115.25,34.25,3998
GLO.45048,USA.45048,USA,-115.25,34.75,3999
GLO.45049,USA.45049,USA,-115.25,35.25,4000
GLO.45050,USA.45050,USA,-115.25,35.75,4001
GLO.45051,USA.45051,USA,-115.25,36.25,4002
GLO.45052,USA.45052,USA,-115.25,36.75,4003
GLO.45053,USA.45053,USA,-115.25,37.25,4004
GLO.45054,USA.45054,USA,-115.25,37.75,4005
GLO.45055,USA.45055,USA,-115.25,38.25,4006
GLO.45056,USA.45056,USA,-115.25,38.75,4007
GLO.45057,USA.45057,USA,-115.25,39.25,4008
GLO.45058,USA.45058,USA,-115.25,39.75,4009
GLO.45059,USA.45059,USA,-115.25,40.25,4010
GLO.45060,USA.45060,USA,-115.25,40.75,4011
GLO.45061,USA.45061,USA,-115.25,41.25,4012
GLO.45062,USA.45062,USA,-115.25,41.75,4013
GLO.45063,USA.45063,USA,-115.25,42.25,4014
GLO.45064,USA.45064,USA,-115.25,42.75,4015
GLO.45065,USA.45065,USA,-115.25,43.25,4016
GLO.45066,USA.45066,USA,-115.25,43.75,4017
GLO.45067,USA.45067,USA,-115.25,44.25,4018
GLO.45068,USA.45068,USA,-115.25,44.75,4019
GLO.45069,USA.45069,USA,-115.25,45.25,4020
GLO.45070,USA.45070,USA,-115.25,45.75,4021
GLO.45071,USA.45071,USA,-115.25,46.25,4022
GLO.45072,USA.45072,USA,-115.25,46.75,4023
GLO.45073,USA.45073,USA,-115.25,47.25,4024
GLO.45074,USA.45074,USA,-115.25,47.75,4025
GLO.45075,USA.45075,USA,-115.25,48.25,4026
GLO.45076,USA.45076,USA,-115.25,48.75,4027
GLO.45077,CAN.45077,CAN,-115.25,49.25,4028
GLO.45078,CAN.45078,CAN,-115.25,49.75,4029
GLO.45079,CAN.45079,CAN,-115.25,50.25,4030
GLO.45080,CAN.45080,CAN,-115.25,50.75,4031
GLO.45081,CAN.45081,CAN,-115.25,51.25,4032
GLO.45082,CAN.45082,CAN,-115.25,51.75,4033
GLO.45083,CAN.45083,CAN,-115.25,52.25,4034
GLO.45084,CAN.45084,CAN,-115.25,52.75,4035
GLO.45085,CAN.45085,CAN,-115.25,53.25,4036
GLO.45086,CAN.45086,CAN,-115.25,53.75,4037
GLO.45087,CAN.45087,CAN,-115.25,54.25,4038
GLO.45088,CAN.45088,CAN,-115.25,54.75,4039
GLO.45089,CAN.45089,CAN,-115.25,55.25,4040
GLO.45090,CAN.45090,CAN,-115.25,55.75,4041
GLO.45091,CAN.45091,CAN,-115.25,56.25,4042
GLO.45092,CAN.45092,CAN,-115.25,56.75,4043
GLO.45093,CAN.45093,CAN,-115.25,57.25,4044
GLO.45094,CAN.45094,CAN,-115.25,57.75,4045
GLO.45095,CAN.45095,CAN,-115.25,58.25,4046
GLO.45096,CAN.45096,CAN,-115.25,58.75,4047
GLO.45097,CAN.45097,CAN,-115.25,59.25,4048
GLO.45098,CAN.45098,CAN,-115.25,59.75,4049
GLO.45099,CAN.45099,CAN,-115.25,60.25,4050
GLO.45100,CAN.45100,CAN,-115.25,60.75,4051
GLO.45101,CAN.45101,CAN,-115.25,61.75,4053
GLO.45102,CAN.45102,CAN,-115.25,62.25,4054
GLO.45103,CAN.45103,CAN,-115.25,62.75,4055
GLO.45104,CAN.45104,CAN,-115.25,63.25,4056
GLO.45105,CAN.45105,CAN,-115.25,63.75,4057
GLO.45106,CAN.45106,CAN,-115.25,64.25,4058
GLO.45107,CAN.45107,CAN,-115.25,64.75,4059
GLO.45108,CAN.45108,CAN,-115.25,65.25,4060
GLO.45109,CAN.45109,CAN,-115.25,65.75,4061
GLO.45110,CAN.45110,CAN,-115.25,66.25,4062
GLO.45111,CAN.45111,CAN,-115.25,66.75,4063
GLO.45112,CAN.45112,CAN,-115.25,67.25,4064
GLO.45113,CAN.45113,CAN,-115.25,67.75,4065
GLO.45114,CAN.45114,CAN,-115.25,68.25,4066
GLO.45115,CAN.45115,CAN,-115.25,68.75,4067
GLO.45116,CAN.45116,CAN,-115.25,69.25,4068
GLO.45117,CAN.45117,CAN,-115.25,69.75,4069
GLO.45118,CAN.45118,CAN,-115.25,70.25,4070
GLO.45119,CAN.45119,CAN,-115.25,70.75,4071
GLO.45120,CAN.45120,CAN,-115.25,71.25,4072
GLO.45121,CAN.45121,CAN,-115.25,71.75,4073
GLO.45122,CAN.45122,CAN,-115.25,72.25,4074
GLO.45123,CAN.45123,CAN,-115.25,72.75,4075
GLO.45124,CAN.45124,CAN,-115.25,73.25,4076
GLO.45125,CAN.45125,CAN,-115.25,75.25,4078
GLO.45126,CAN.45126,CAN,-115.25,75.75,4079
GLO.45127,CAN.45127,CAN,-115.25,76.25,4080
GLO.45128,USA.45128,USA,-114.75,32.75,4091
GLO.45129,USA.45129,USA,-114.75,33.25,4092
GLO.45130,USA.45130,USA,-114.75,33.75,4093
GLO.45131,USA.45131,USA,-114.75,34.25,4094
GLO.45132,USA.45132,USA,-114.75,34.75,4095
GLO.45133,USA.45133,USA,-114.75,35.25,4096
GLO.45134,USA.45134,USA,-114.75,35.75,4097
GLO.45135,USA.45135,USA,-114.75,36.25,4098
GLO.45136,USA.45136,USA,-114.75,36.75,4099
GLO.45137,USA.45137,USA,-114.75,37.25,4100
GLO.45138,USA.45138,USA,-114.75,37.75,4101
GLO.45139,USA.45139,USA,-114.75,38.25,4102
GLO.45140,USA.45140,USA,-114.75,38.75,4103
GLO.45141,USA.45141,USA,-114.75,39.25,4104
GLO.45142,USA.45142,USA,-114.75,39.75,4105
GLO.45143,USA.45143,USA,-114.75,40.25,4106
GLO.45144,USA.45144,USA,-114.75,40.75,4107
GLO.45145,USA.45145,USA,-114.75,41.25,4108
GLO.45146,USA.45146,USA,-114.75,41.75,4109
GLO.45147,USA.45147,USA,-114.75,42.25,4110
GLO.45148,USA.45148,USA,-114.75,42.75,4111
GLO.45149,USA.45149,USA,-114.75,43.25,4112
GLO.45150,USA.45150,USA,-114.75,43.75,4113
GLO.45151,USA.45151,USA,-114.75,44.25,4114
GLO.45152,USA.45152,USA,-114.75,44.75,4115
GLO.45153,USA.45153,USA,-114.75,45.25,4116
GLO.45154,USA.45154,USA,-114.75,45.75,4117
GLO.45155,USA.45155,USA,-114.75,46.25,4118
GLO.45156,USA.45156,USA,-114.75,46.75,4119
GLO.45157,USA.45157,USA,-114.75,47.25,4120
GLO.45158,USA.45158,USA,-114.75,47.75,4121
GLO.45159,USA.45159,USA,-114.75,48.25,4122
GLO.45160,USA.45160,USA,-114.75,48.75,4123
GLO.45161,CAN.45161,CAN,-114.75,49.25,4124
GLO.45162,CAN.45162,CAN,-114.75,49.75,4125
GLO.45163,CAN.45163,CAN,-114.75,50.25,4126
GLO.45164,CAN.45164,CAN,-114.75,50.75,4127
GLO.45165,CAN.45165,CAN,-114.75,51.25,4128
GLO.45166,CAN.45166,CAN,-114.75,51.75,4129
GLO.45167,CAN.45167,CAN,-114.75,52.25,4130
GLO.45168,CAN.45168,CAN,-114.75,52.75,4131
GLO.45169,CAN.45169,CAN,-114.75,53.25,4132
GLO.45170,CAN.45170,CAN,-114.75,53.75,4133
GLO.45171,CAN.45171,CAN,-114.75,54.25,4134
GLO.45172,CAN.45172,CAN,-114.75,54.75,4135
GLO.45173,CAN.45173,CAN,-114.75,55.25,4136
GLO.45174,CAN.45174,CAN,-114.75,55.75,4137
GLO.45175,CAN.45175,CAN,-114.75,56.25,4138
GLO.45176,CAN.45176,CAN,-114.75,56.75,4139
GLO.45177,CAN.45177,CAN,-114.75,57.25,4140
GLO.45178,CAN.45178,CAN,-114.75,57.75,4141
GLO.45179,CAN.45179,CAN,-114.75,58.25,4142
GLO.45180,CAN.45180,CAN,-114.75,58.75,4143
GLO.45181,CAN.45181,CAN,-114.75,59.25,4144
GLO.45182,CAN.45182,CAN,-114.75,59.75,4145
GLO.45183,CAN.45183,CAN,-114.75,60.25,4146
GLO.45184,CAN.45184,CAN,-114.75,60.75,4147
GLO.45185,CAN.45185,CAN,-114.75,62.75,4151
GLO.45186,CAN.45186,CAN,-114.75,63.25,4152
GLO.45187,CAN.45187,CAN,-114.75,63.75,4153
GLO.45188,CAN.45188,CAN,-114.75,64.25,4154
GLO.45189,CAN.45189,CAN,-114.75,64.75,4155
GLO.45190,CAN.45190,CAN,-114.75,65.25,4156
GLO.45191,CAN.45191,CAN,-114.75,65.75,4157
GLO.45192,CAN.45192,CAN,-114.75,66.25,4158
GLO.45193,CAN.45193,CAN,-114.75,66.75,4159
GLO.45194,CAN.45194,CAN,-114.75,67.25,4160
GLO.45195,CAN.45195,CAN,-114.75,67.75,4161
GLO.45196,CAN.45196,CAN,-114.75,68.25,4162
GLO.45197,CAN.45197,CAN,-114.75,68.75,4163
GLO.45198,CAN.45198,CAN,-114.75,69.25,4164
GLO.45199,CAN.45199,CAN,-114.75,69.75,4165
GLO.45200,CAN.45200,CAN,-114.75,70.25,4166
GLO.45201,CAN.45201,CAN,-114.75,70.75,4167
GLO.45202,CAN.45202,CAN,-114.75,71.25,4168
GLO.45203,CAN.45203,CAN,-114.75,71.75,4169
GLO.45204,CAN.45204,CAN,-114.75,72.25,4170
GLO.45205,CAN.45205,CAN,-114.75,72.75,4171
GLO.45206,CAN.45206,CAN,-114.75,73.25,4172
GLO.45207,CAN.45207,CAN,-114.75,75.25,4173
GLO.45208,CAN.45208,CAN,-114.75,75.75,4174
GLO.45209,CAN.45209,CAN,-114.75,76.25,4175
GLO.45210,CAN.45210,CAN,-114.75,76.75,4176
GLO.45211,USA.45211,USA,-114.25,32.75,4187
GLO.45212,USA.45212,USA,-114.25,33.25,4188
GLO.45213,USA.45213,USA,-114.25,33.75,4189
GLO.45214,USA.45214,USA,-114.25,34.25,4190
GLO.45215,USA.45215,USA,-114.25,34.75,4191
GLO.45216,USA.45216,USA,-114.25,35.25,4192
GLO.45217,USA.45217,USA,-114.25,35.75,4193
GLO.45218,USA.45218,USA,-114.25,36.25,4194
GLO.45219,USA.45219,USA,-114.25,36.75,4195
GLO.45220,USA.45220,USA,-114.25,37.25,4196
GLO.45221,USA.45221,USA,-114.25,37.75,4197
GLO.45222,USA.45222,USA,-114.25,38.25,4198
GLO.45223,USA.45223,USA,-114.25,38.75,4199
GLO.45224,USA.45224,USA,-114.25,39.25,4200
GLO.45225,USA.45225,USA,-114.25,39.75,4201
GLO.45226,USA.45226,USA,-114.25,40.25,4202
GLO.45227,USA.45227,USA,-114.25,40.75,4203
GLO.45228,USA.45228,USA,-114.25,41.25,4204
GLO.45229,USA.45229,USA,-114.25,41.75,4205
GLO.45230,USA.45230,USA,-114.25,42.25,4206
GLO.45231,USA.45231,USA,-114.25,42.75,4207
GLO.45232,USA.45232,USA,-114.25,43.25,4208
GLO.45233,USA.45233,USA,-114.25,43.75,4209
GLO.45234,USA.45234,USA,-114.25,44.25,4210
GLO.45235,USA.45235,USA,-114.25,44.75,4211
GLO.45236,USA.45236,USA,-114.25,45.25,4212
GLO.45237,USA.45237,USA,-114.25,45.75,4213
GLO.45238,USA.45238,USA,-114.25,46.25,4214
GLO.45239,USA.45239,USA,-114.25,46.75,4215
GLO.45240,USA.45240,USA,-114.25,47.25,4216
GLO.45241,USA.45241,USA,-114.25,47.75,4217
GLO.45242,USA.45242,USA,-114.25,48.25,4218
GLO.45243,USA.45243,USA,-114.25,48.75,4219
GLO.45244,CAN.45244,CAN,-114.25,49.25,4220
GLO.45245,CAN.45245,CAN,-114.25,49.75,4221
GLO.45246,CAN.45246,CAN,-114.25,50.25,4222
GLO.45247,CAN.45247,CAN,-114.25,50.75,4223
GLO.45248,CAN.45248,CAN,-114.25,51.25,4224
GLO.45249,CAN.45249,CAN,-114.25,51.75,4225
GLO.45250,CAN.45250,CAN,-114.25,52.25,4226
GLO.45251,CAN.45251,CAN,-114.25,52.75,4227
GLO.45252,CAN.45252,CAN,-114.25,53.25,4228
GLO.45253,CAN.45253,CAN,-114.25,53.75,4229
GLO.45254,CAN.45254,CAN,-114.25,54.25,4230
GLO.45255,CAN.45255,CAN,-114.25,54.75,4231
GLO.45256,CAN.45256,CAN,-114.25,55.25,4232
GLO.45257,CAN.45257,CAN,-114.25,55.75,4233
GLO.45258,CAN.45258,CAN,-114.25,56.25,4234
GLO.45259,CAN.45259,CAN,-114.25,56.75,4235
GLO.45260,CAN.45260,CAN,-114.25,57.25,4236
GLO.45261,CAN.45261,CAN,-114.25,57.75,4237
GLO.45262,CAN.45262,CAN,-114.25,58.25,4238
GLO.45263,CAN.45263,CAN,-114.25,58.75,4239
GLO.45264,CAN.45264,CAN,-114.25,59.25,4240
GLO.45265,CAN.45265,CAN,-114.25,59.75,4241
GLO.45266,CAN.45266,CAN,-114.25,60.25,4242
GLO.45267,CAN.45267,CAN,-114.25,60.75,4243
GLO.45268,CAN.45268,CAN,-114.25,62.75,4247
GLO.45269,CAN.45269,CAN,-114.25,63.25,4248
GLO.45270,CAN.45270,CAN,-114.25,63.75,4249
GLO.45271,CAN.45271,CAN,-114.25,64.25,4250
GLO.45272,CAN.45272,CAN,-114.25,64.75,4251
GLO.45273,CAN.45273,CAN,-114.25,65.25,4252
GLO.45274,CAN.45274,CAN,-114.25,65.75,4253
GLO.45275,CAN.45275,CAN,-114.25,66.25,4254
GLO.45276,CAN.45276,CAN,-114.25,66.75,4255
GLO.45277,CAN.45277,CAN,-114.25,67.25,4256
GLO.45278,CAN.45278,CAN,-114.25,67.75,4257
GLO.45279,CAN.45279,CAN,-114.25,68.25,4258
GLO.45280,CAN.45280,CAN,-114.25,69.25,4260
GLO.45281,CAN.45281,CAN,-114.25,69.75,4261
GLO.45282,CAN.45282,CAN,-114.25,70.25,4262
GLO.45283,CAN.45283,CAN,-114.25,70.75,4263
GLO.45284,CAN.45284,CAN,-114.25,71.25,4264
GLO.45285,CAN.45285,CAN,-114.25,71.75,4265
GLO.45286,CAN.45286,CAN,-114.25,72.25,4266
GLO.45287,CAN.45287,CAN,-114.25,72.75,4267
GLO.45288,CAN.45288,CAN,-114.25,73.25,4268
GLO.45289,CAN.45289,CAN,-114.25,75.25,4270
GLO.45290,CAN.45290,CAN,-114.25,75.75,4271
GLO.45291,CAN.45291,CAN,-114.25,76.25,4272
GLO.45292,CAN.45292,CAN,-114.25,76.75,4273
GLO.45293,CAN.45293,CAN,-114.25,77.75,4274
GLO.45294,USA.45294,USA,-113.75,32.25,4284
GLO.45295,USA.45295,USA,-113.75,32.75,4285
GLO.45296,USA.45296,USA,-113.75,33.25,4286
GLO.45297,USA.45297,USA,-113.75,33.75,4287
GLO.45298,USA.45298,USA,-113.75,34.25,4288
GLO.45299,USA.45299,USA,-113.75,34.75,4289
GLO.45300,USA.45300,USA,-113.75,35.25,4290
GLO.45301,USA.45301,USA,-113.75,35.75,4291
GLO.45302,USA.45302,USA,-113.75,36.25,4292
GLO.45303,USA.45303,USA,-113.75,36.75,4293
GLO.45304,USA.45304,USA,-113.75,37.25,4294
GLO.45305,USA.45305,USA,-113.75,37.75,4295
GLO.45306,USA.45306,USA,-113.75,38.25,4296
GLO.45307,USA.45307,USA,-113.75,38.75,4297
GLO.45308,USA.45308,USA,-113.75,39.25,4298
GLO.45309,USA.45309,USA,-113.75,39.75,4299
GLO.45310,USA.45310,USA,-113.75,40.25,4300
GLO.45311,USA.45311,USA,-113.75,40.75,4301
GLO.45312,USA.45312,USA,-113.75,41.25,4302
GLO.45313,USA.45313,USA,-113.75,41.75,4303
GLO.45314,USA.45314,USA,-113.75,42.25,4304
GLO.45315,USA.45315,USA,-113.75,42.75,4305
GLO.45316,USA.45316,USA,-113.75,43.25,4306
GLO.45317,USA.45317,USA,-113.75,43.75,4307
GLO.45318,USA.45318,USA,-113.75,44.25,4308
GLO.45319,USA.45319,USA,-113.75,44.75,4309
GLO.45320,USA.45320,USA,-113.75,45.25,4310
GLO.45321,USA.45321,USA,-113.75,45.75,4311
GLO.45322,USA.45322,USA,-113.75,46.25,4312
GLO.45323,USA.45323,USA,-113.75,46.75,4313
GLO.45324,USA.45324,USA,-113.75,47.25,4314
GLO.45325,USA.45325,USA,-113.75,47.75,4315
GLO.45326,USA.45326,USA,-113.75,48.25,4316
GLO.45327,USA.45327,USA,-113.75,48.75,4317
GLO.45328,CAN.45328,CAN,-113.75,49.25,4318
GLO.45329,CAN.45329,CAN,-113.75,49.75,4319
GLO.45330,CAN.45330,CAN,-113.75,50.25,4320
GLO.45331,CAN.45331,CAN,-113.75,50.75,4321
GLO.45332,CAN.45332,CAN,-113.75,51.25,4322
GLO.45333,CAN.45333,CAN,-113.75,51.75,4323
GLO.45334,CAN.45334,CAN,-113.75,52.25,4324
GLO.45335,CAN.45335,CAN,-113.75,52.75,4325
GLO.45336,CAN.45336,CAN,-113.75,53.25,4326
GLO.45337,CAN.45337,CAN,-113.75,53.75,4327
GLO.45338,CAN.45338,CAN,-113.75,54.25,4328
GLO.45339,CAN.45339,CAN,-113.75,54.75,4329
GLO.45340,CAN.45340,CAN,-113.75,55.25,4330
GLO.45341,CAN.45341,CAN,-113.75,55.75,4331
GLO.45342,CAN.45342,CAN,-113.75,56.25,4332
GLO.45343,CAN.45343,CAN,-113.75,56.75,4333
GLO.45344,CAN.45344,CAN,-113.75,57.25,4334
GLO.45345,CAN.45345,CAN,-113.75,57.75,4335
GLO.45346,CAN.45346,CAN,-113.75,58.25,4336
GLO.45347,CAN.45347,CAN,-113.75,58.75,4337
GLO.45348,CAN.45348,CAN,-113.75,59.25,4338
GLO.45349,CAN.45349,CAN,-113.75,59.75,4339
GLO.45350,CAN.45350,CAN,-113.75,60.25,4340
GLO.45351,CAN.45351,CAN,-113.75,60.75,4341
GLO.45352,CAN.45352,CAN,-113.75,62.25,4344
GLO.45353,CAN.45353,CAN,-113.75,62.75,4345
GLO.45354,CAN.45354,CAN,-113.75,63.25,4346
GLO.45355,CAN.45355,CAN,-113.75,63.75,4347
GLO.45356,CAN.45356,CAN,-113.75,64.25,4348
GLO.45357,CAN.45357,CAN,-113.75,64.75,4349
GLO.45358,CAN.45358,CAN,-113.75,65.25,4350
GLO.45359,CAN.45359,CAN,-113.75,65.75,4351
GLO.45360,CAN.45360,CAN,-113.75,66.25,4352
GLO.45361,CAN.45361,CAN,-113.75,66.75,4353
GLO.45362,CAN.45362,CAN,-113.75,67.25,4354
GLO.45363,CAN.45363,CAN,-113.75,67.75,4355
GLO.45364,CAN.45364,CAN,-113.75,69.25,4357
GLO.45365,CAN.45365,CAN,-113.75,69.75,4358
GLO.45366,CAN.45366,CAN,-113.75,70.25,4359
GLO.45367,CAN.45367,CAN,-113.75,70.75,4360
GLO.45368,CAN.45368,CAN,-113.75,71.25,4361
GLO.45369,CAN.45369,CAN,-113.75,71.75,4362
GLO.45370,CAN.45370,CAN,-113.75,72.25,4363
GLO.45371,CAN.45371,CAN,-113.75,74.75,4366
GLO.45372,CAN.45372,CAN,-113.75,75.25,4367
GLO.45373,CAN.45373,CAN,-113.75,75.75,4368
GLO.45374,CAN.45374,CAN,-113.75,76.25,4369
GLO.45375,USA.45375,USA,-113.25,32.25,4381
GLO.45376,USA.45376,USA,-113.25,32.75,4382
GLO.45377,USA.45377,USA,-113.25,33.25,4383
GLO.45378,USA.45378,USA,-113.25,33.75,4384
GLO.45379,USA.45379,USA,-113.25,34.25,4385
GLO.45380,USA.45380,USA,-113.25,34.75,4386
GLO.45381,USA.45381,USA,-113.25,35.25,4387
GLO.45382,USA.45382,USA,-113.25,35.75,4388
GLO.45383,USA.45383,USA,-113.25,36.25,4389
GLO.45384,USA.45384,USA,-113.25,36.75,4390
GLO.45385,USA.45385,USA,-113.25,37.25,4391
GLO.45386,USA.45386,USA,-113.25,37.75,4392
GLO.45387,USA.45387,USA,-113.25,38.25,4393
GLO.45388,USA.45388,USA,-113.25,38.75,4394
GLO.45389,USA.45389,USA,-113.25,39.25,4395
GLO.45390,USA.45390,USA,-113.25,39.75,4396
GLO.45391,USA.45391,USA,-113.25,40.25,4397
GLO.45392,USA.45392,USA,-113.25,40.75,4398
GLO.45393,USA.45393,USA,-113.25,41.25,4399
GLO.45394,USA.45394,USA,-113.25,41.75,4400
GLO.45395,USA.45395,USA,-113.25,42.25,4401
GLO.45396,USA.45396,USA,-113.25,42.75,4402
GLO.45397,USA.45397,USA,-113.25,43.25,4403
GLO.45398,USA.45398,USA,-113.25,43.75,4404
GLO.45399,USA.45399,USA,-113.25,44.25,4405
GLO.45400,USA.45400,USA,-113.25,44.75,4406
GLO.45401,USA.45401,USA,-113.25,45.25,4407
GLO.45402,USA.45402,USA,-113.25,45.75,4408
GLO.45403,USA.45403,USA,-113.25,46.25,4409
GLO.45404,USA.45404,USA,-113.25,46.75,4410
GLO.45405,USA.45405,USA,-113.25,47.25,4411
GLO.45406,USA.45406,USA,-113.25,47.75,4412
